ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
986,Student_986,5.5,53,57.1,D,Pass,61.16
987,Student_987,7.2,62,69.99137749737118,C,Pass,74.99482649842271
988,Student_988,4.9,98,77.8,B,Pass,85.88
989,Student_989,3.2,51,43.3,D,Pass,47.67999999999999
990,Student_990,8.4,54,84.9,B,Pass,83.94
991,Student_991,8.2,93,59.1,D,Pass,79.75999999999999
992,Student_992,7.3,76,40.0,D,Pass,61.4
993,Student_993,3.4,81,70.7,C,Pass,73.52
994,Student_994,6.3,70,42.8,D,Pass,59.28
995,Student_995,4.2,57,56.6,D,Pass,59.46
996,Student_996,1.8,87,82.4,B,Pass,79.14
997,Student_997,9.3,57,43.8,D,Pass,61.98
998,Student_998,2.2,99,90.4,A,Pass,88.34
999,Student_999,9.6,52,40.2,D,Pass,58.92
1000,Student_1000,5.0,93,54.8,D,Pass,70.78
